,Date,Denomination,Mint,Obverse,Reverse,Obverse_URL,Reverse_URL
157,18 BC,Aureus,Colonia Patricia,"CAESARI AVGVSTO: Head of Augustus, laureate, left","S P Q R: Domed tetrastyle temple with triumphal currus standing within, right, containing aquila and four miniature galloping horses",http://numismatics.org/collectionimages/19501999/1968/1968.39.1.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.39.1.rev.width175.jpg
158,18 BC,Denarius,Colonia Patricia,"CAESARI AVGVSTO: Head of Augustus, laureate, left","S P Q R: Domed tetrastyle temple with triumphal currus standing within, right, containing aquila and four miniature galloping horses",http://ww2.smb.museum/mk_edit/images/n7/7730/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7730/rs_thumb.jpg
160,18 BC,Denarius,Colonia Patricia,"CAESARI AVGVSTO: Head of Augustus, laureate, right","S P Q R: Domed tetrastyle temple with triumphal currus standing within, right, containing aquila and four miniature galloping horses",http://ww2.smb.museum/mk_edit/images/n7/7733/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7733/rs_thumb.jpg
161,18 BC,Denarius,Colonia Patricia,"CAESARI AVGVSTO: Head of Augustus, laureate, left","S P Q R: Domed tetrastyle temple with triumphal currus standing within, right, containing aquila and four miniature galloping horses",http://ww2.smb.museum/mk_edit/images/n2/2627/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n2/2627/rs_thumb.jpg
163,18 BC - 17 BC,Quinarius aureus,Colonia Patricia,"AVGVST: Head of Augustus, bare, right","Victory, draped, standing right on globe, holding branch down in right hand and aquila in left",http://ww2.smb.museum/mk_edit/images/n0/633/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n0/633/rs_thumb.jpg
167,18 BC - 17 BC,Denarius,Colonia Patricia,"Head of Augustus, bare, left","AVGVSTVS: Aurora, radiate, flying right holding veil; capricorn right, with oar, above",http://ww2.smb.museum/mk_edit/images/n2/2624/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n2/2624/rs_thumb.jpg
168,18 BC - 17 BC,Aureus,Colonia Patricia,"Head of Augustus, bare, right","AVGVSTVS: Capricorn right, holding globe with attached rudder, cornucopia above",http://www.ikmk.at/edit/images/n56/56912/vs_thumb.jpg,http://www.ikmk.at/edit/images/n56/56912/rs_thumb.jpg
169,18 BC - 17 BC,Denarius,Colonia Patricia,"Head of Augustus, bare, right","AVGVSTVS: Capricorn right, holding globe with attached rudder, cornucopia above","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_122802/record_DE-MUS-062622_kenom_122802_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_122802/record_DE-MUS-062622_kenom_122802_rs.jpg/full/120,/0/default.jpg"
170,18 BC - 17 BC,Aureus,Colonia Patricia,"Head of Augustus, bare, right","AVGVSTVS: Capricorn left, holding globe with attached rudder, cornucopia above",http://ww2.smb.museum/mk_edit/images/n6/6995/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n6/6995/rs_thumb.jpg
171,18 BC - 17 BC,Denarius,Colonia Patricia,"Head of Augustus, bare, right","AVGVSTVS: Capricorn left, holding globe with attached rudder, cornucopia above",http://ww2.smb.museum/mk_edit/images/n7/7507/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7507/rs_thumb.jpg
173,18 BC - 17 BC,Denarius,Colonia Patricia,"Head of Augustus, bare, left","AVGVSTVS: Capricorn right, holding globe with attached rudder, cornucopia above","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_184371/record_DE-MUS-062622_kenom_184371_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_184371/record_DE-MUS-062622_kenom_184371_rs.jpg/full/120,/0/default.jpg"
174,18 BC - 17 BC,Aureus,Colonia Patricia,"S P Q R IMP CAESARI AVG COS XI TR POT VI: Head of Augustus, bare, right","CIVIB ET SIGN MILIT A PART RECVP: Triumphal arch surmounted by quadriga, figures to the right and left",http://www.ikmk.at/edit/images/n56/56810/vs_thumb.jpg,http://www.ikmk.at/edit/images/n56/56810/rs_thumb.jpg
177,18 BC - 17 BC,Denarius,Colonia Patricia,"S P Q R IMP CAESARI AVG COS XI TR POT VI: Head of Augustus, bare, right","CIVIB ET SIGN MILIT A PART RECVPER: Triumphal arch surmounted by quadriga, figures to the right and left",http://ww2.smb.museum/mk_edit/images/n7/7782/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7782/rs_thumb.jpg
178,18 BC - 17 BC,Denarius,Colonia Patricia,"S P Q R IMP CAESARI AVG COS XI TR POT VI: Head of Augustus, bare, left","CIVIB ET SIGN MILIT A PART RECVPER: Triumphal arch surmounted by quadriga, figures to the right and left",http://ww2.smb.museum/mk_edit/images/n7/7783/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7783/rs_thumb.jpg
179,18 BC - 17 BC,Aureus,Colonia Patricia,"S P Q R IMP CAESARI AVG COS XI TRI POT VI: Head of Augustus, bare, right","CIVIB ET SIGN MILIT A PART RECVP: Triumphal arch surmounted by quadriga, figures to the right and left",http://ww2.smb.museum/mk_edit/images/n2/2633/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n2/2633/rs_thumb.jpg
180,18 BC - 17 BC,Denarius,Colonia Patricia,"S P Q R IMP CAESARI AVG COS XI TR POT VI: Head of Augustus, bare, right","CIVIB ET SIGN MILIT A PART RECVP: Triumphal arch surmounted by quadriga, figures to the right and left",http://ww2.smb.museum/mk_edit/images/n7/7781/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7781/rs_thumb.jpg
181,18 BC - 17 BC,Denarius,Colonia Patricia,"S P Q R IMP CAESARI AVG COS XI TRI POT VI: Head of Augustus, bare, right","CIVIB ET SIGN MILIT A PART RECVPER: Triumphal arch surmounted by quadriga, figures to the right and left",http://numismatics.org/collectionimages/19501999/1955/1955.21.2.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1955/1955.21.2.rev.width175.jpg
182,18 BC - 17 BC,Aureus,Colonia Patricia,"CAESAR AVGVSTVS: Head of Augustus, bare, right","IMP: Altar inscribed LVDI/ SAECVL flanked by figure, togate and veiled, and herald holding caduceus; in oak-wreath",http://ww2.smb.museum/mk_edit/images/n7/7011/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7011/rs_thumb.jpg
183,18 BC - 17 BC,Denarius,Colonia Patricia,"CAESAR AVGVSTVS: Head of Augustus, bare, right","IMP: Altar inscribed LVDI/ SAECVL flanked by figure, togate and veiled, and herald holding caduceus; in oak-wreath",http://ww2.smb.museum/mk_edit/images/n7/7784/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7784/rs_thumb.jpg
186,18 BC - 17 BC,Denarius,Colonia Patricia,"S P Q R IMP CAESARI: Head of Augustus, bare, left",QVOD VIAE MVN SVNT: Legend in four lines on viaduct between two arched surmounted by equestrian statues and trophies,http://www.britishmuseum.org/collectionimages/AN00632/AN00632871_001_l.jpg,http://www.britishmuseum.org/collectionimages/AN00632/AN00632870_001_l.jpg
187,18 BC - 17 BC,Aureus,Colonia Patricia,"S P Q R CAESARI AVGVSTO: Head of Augustus, bare, right","QVOD VIAE MVN SVNT: Augustus right, crowned by Victory, in biga of elephants right atop arch flanked by arcades",http://numismatics.org/collectionimages/19501999/1967/1967.153.103.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1967/1967.153.103.rev.width175.jpg
188,18 BC - 17 BC,Denarius,Colonia Patricia,"S P Q R CAESARI AVGVSTO: Head of Augustus, bare, right","QVOD VIAE MVN SVNT: Double triumphal arch on viaduct, Augustus in quadriga being crowned by Victory",http://ww2.smb.museum/mk_edit/images/n7/7778/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7778/rs_thumb.jpg
189,18 BC - 17 BC,Denarius,Colonia Patricia,"S P Q R CAESARI AVGVSTO: Head of Augustus, bare, left","QVOD VIAE MVN SVNT: Double triumphal arch on viaduct, Augustus in quadriga being crowned by Victory",http://numismatics.org/collectionimages/19001949/1944/1944.100.39075.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.39075.rev.width175.jpg
193,18 BC - 17 BC,Aureus,Colonia Patricia,"S P Q R CAESARI AVGVSTO: Head of Augustus, bare, right","VOT P SVSC PRO SAL ET RED I O M SACR: Mars, helmeted and cloaked, standing left, holding vexillum in right hand and parazonium on left shoulder",http://ww2.smb.museum/mk_edit/images/n2/2629/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n2/2629/rs_thumb.jpg
195,18 BC - 17 BC,Denarius,Colonia Patricia,"S P Q R CAESARI AVGVSTO: Head of Augustus, bare, right","VOT P SVSC PRO SAL ET RED I O M SACR: Mars, helmeted and cloaked, standing left, holding vexillum in right hand and parazonium on left shoulder",http://ww2.smb.museum/mk_edit/images/n7/7774/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7774/rs_thumb.jpg
200,20 BC - 10 BC,Dupondius,Nemausus,"IMP DIVI F: Heads of Agrippa (left) and Augustus (right) back to back, Agrippa wearing combined rostral crown and laurel wreath and Augustus is bare-headed",COL NEM: Crocodile chained to palm-shoot with long vertical fronds and tip left: above on left a wreath with long ties,http://ww2.smb.museum/mk_edit/images/n15/15403/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n15/15403/rs_thumb.jpg
201,20 BC - 10 BC,As,Nemausus,"IMP DIVI F: Heads of Agrippa (left) and Augustus (right) back to back, Agrippa wearing combined rostral crown and laurel wreath and Augustus is bare-headed",COL NEM: Crocodile chained to palm-shoot with tip right; above palm-tip left a wreath with long ties,http://ww2.smb.museum/mk_edit/images/n15/15449/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n15/15449/rs_thumb.jpg
203,20 BC - 10 BC,As,Nemausus,"IMP DIVI F: Heads of Agrippa (left) and Augustus (right) back to back, Agrippa wearing combined rostral crown and laurel wreath and Augustus is bare-headed",COL NEM: Crocodile chained to palm-shoot with tip right; above on left a wreath with long ties,http://ww2.smb.museum/mk_edit/images/n15/15443/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n15/15443/rs_thumb.jpg
204,9 BC - 3 BC,As,Nemausus,"IMP DIVI F: Heads of Agrippa (left) and Augustus (right) back to back, Agrippa wearing combined rostral crown and laurel wreath and Augustus wearing oak-wreath",COL NEM: Crocodile chained to palm-shoot with tip right; above on left a wreath with long ties,http://ww2.smb.museum/mk_edit/images/n2/2749/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n2/2749/rs_thumb.jpg
205,AD 10 - AD 14,As,Nemausus,IMP DIVI F P P: Heads of Agrippa (left) and Augustus (right) back to back Agrippa wearing combined rostral crown and laurel wreath and Augustus is laureate,COL NEM: Crocodile chained to palm-shoot with short dense fronds and tip left: above on left a wreath with long ties,http://ww2.smb.museum/mk_edit/images/n2/2673/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n2/2673/rs_thumb.jpg
206,AD 10 - AD 14,As,Nemausus,IMP DIVI F P P: Heads of Agrippa (left) and Augustus (right) back to back Agrippa wearing combined rostral crown and laurel wreath and Augustus is laureate,COL NEM: Crocodile chained to palm-shoot with long vertical fronds and tip left: above on left a wreath with long ties,"http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_184372/record_DE-MUS-062622_kenom_184372_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_184372/record_DE-MUS-062622_kenom_184372_rs.jpg/full/120,/0/default.jpg"
211,15 BC - 13 BC,Aureus,Lugdunum,"AVGVSTVS DIVI F: Head of Augustus, bare, right","IMP X: Augustus seated left, on platform, before two men carrying parazonia and offering olive branches",http://ww2.smb.museum/mk_edit/images/n0/255/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n0/255/rs_thumb.jpg
213,15 BC - 13 BC,Denarius,Lugdunum,"AVGVSTVS DIVI F: Head of Augustus, bare, right","IMP X: Augustus seated left, on platform, before two men carrying parazonia and offering olive branches",http://www.ikmk.at/edit/images/n56/56829/vs_thumb.jpg,http://www.ikmk.at/edit/images/n56/56829/rs_thumb.jpg
214,15 BC - 13 BC,Denarius,Lugdunum,"AVGVSTVS DIVI F: Head of Augustus, bare, left","IMP X: Augustus seated left, on platform, before two men carrying parazonia and offering olive branches","http://www.kenom.de/iiif/image/record_DE-MUS-099114_kenom_188030/record_DE-MUS-099114_kenom_188030_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-099114_kenom_188030/record_DE-MUS-099114_kenom_188030_rs.jpg/full/120,/0/default.jpg"
215,15 BC - 13 BC,Aureus,Lugdunum,"AVGVSTVS DIVI F: Head of Augustus, bare, right",IMP X: Bull butting right,http://ww2.smb.museum/mk_edit/images/n2/2636/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n2/2636/rs_thumb.jpg
217,15 BC - 13 BC,Denarius,Lugdunum,"AVGVSTVS DIVI F: Head of Augustus, bare, right",IMP X: Bull butting right,http://ww2.smb.museum/mk_edit/images/n7/7801/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7801/rs_thumb.jpg
218,15 BC - 13 BC,Denarius,Lugdunum,"AVGVSTVS DIVI F: Head of Augustus, bare, left",IMP X: Bull butting right,http://ww2.smb.museum/mk_edit/images/n7/7804/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7804/rs_thumb.jpg
219,15 BC - 13 BC,Aureus,Lugdunum,"AVGVSTVS DIVI F: Head of Augustus, bare, right",IMP X: Bull butting left,http://ww2.smb.museum/mk_edit/images/n6/6602/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n6/6602/rs_thumb.jpg
220,15 BC - 13 BC,Denarius,Lugdunum,"AVGVSTVS DIVI F: Head of Augustus, bare, right",IMP X: Bull butting left,"http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_122804/record_DE-MUS-062622_kenom_122804_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_122804/record_DE-MUS-062622_kenom_122804_rs.jpg/full/120,/0/default.jpg"
221,15 BC - 13 BC,Aureus,Lugdunum,"AVGVSTVS DIVI F: Head of Augustus, bare, right","IMP X ACT: Apollo standing left, holding plectrum in right hand and lyre in left hand",http://ww2.smb.museum/mk_edit/images/n0/256/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n0/256/rs_thumb.jpg
222,15 BC - 13 BC,Denarius,Lugdunum,"AVGVSTVS DIVI F: Head of Augustus, bare, right","IMP X ACT: Apollo standing left, holding plectrum in right hand and lyre in left hand","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_122807/record_DE-MUS-062622_kenom_122807_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_122807/record_DE-MUS-062622_kenom_122807_rs.jpg/full/120,/0/default.jpg"
225,15 BC - 13 BC,Denarius,Lugdunum,"AVGVSTVS DIVI F: Head of Augustus, bare, right","IMP X SICIL: Diana, in tunic, standing at angle to left, leaning right hand on spear and holding bow in left; dog left",http://numismatics.org/collectionimages/19501999/1957/1957.172.1494.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1957/1957.172.1494.rev.width175.jpg
226,15 BC - 13 BC,Denarius,Lugdunum,"AVGVSTVS DIVI F: Head of Augustus, bare, left","IMP X SICIL: Diana, in tunic, standing at angle to left, leaning right hand on spear and holding bow in left; dog left",http://numismatics.org/collectionimages/19001949/1944/1944.100.39097.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.39097.rev.width175.jpg
227,12 BC,Denarius,Lugdunum,"AVGVSTVS DIVI F: Head of Augustus, bare, right","IMP XI: Capricorn right, holding globe","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_122808/record_DE-MUS-062622_kenom_122808_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_122808/record_DE-MUS-062622_kenom_122808_rs.jpg/full/120,/0/default.jpg"
229,11 BC - 10 BC,Aureus,Lugdunum,"AVGVSTVS DIVI F: Head of Augustus, bare, right",IMP XII: Bull butting right,http://nrs.harvard.edu/urn-3:HUAM:COIN07303_dynmc?width=240,http://www.britishmuseum.org/collectionimages/AN00632/AN00632893_001_l.jpg
232,11 BC - 10 BC,Denarius,Lugdunum,"AVGVSTVS DIVI F: Head of Augustus, bare, right",IMP XII: Bull butting left,http://ww2.smb.museum/mk_edit/images/n7/7818/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7818/rs_thumb.jpg
235,11 BC - 10 BC,Denarius,Lugdunum,"AVGVSTVS DIVI F: Head of Augustus, bare, right","IMP XII ACT: Apollo standing left, holding plectrum in right hand and lyre in left hand","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_184373/record_DE-MUS-062622_kenom_184373_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_184373/record_DE-MUS-062622_kenom_184373_rs.jpg/full/120,/0/default.jpg"
236,11 BC - 10 BC,Aureus,Lugdunum,"AVGVSTVS DIVI F: Head of Augustus, bare, right","IMP XII SICIL: Diana, in tunic, standing at angle to left, leaning right hand on spear and holding bow in left; dog left",http://ww2.smb.museum/mk_edit/images/n7/7042/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7042/rs_thumb.jpg
237,11 BC - 10 BC,Denarius,Lugdunum,"AVGVSTVS DIVI F: Head of Augustus, bare, right","IMP XII SICIL: Diana, in tunic, standing at angle to left, leaning right hand on spear and holding bow in left; dog left",http://numismatics.org/collectionimages/19001949/1944/1944.100.39108.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.39108.rev.width175.jpg
242,11 BC - 10 BC,Aureus,Lugdunum,"AVGVSTVS DIVI F: Head of Augustus, laureate, left",IMP XII: Bull butting right,http://numismatics.org/collectionimages/19001949/1944/1944.100.39100.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.39100.rev.width175.jpg
243,11 BC - 10 BC,Denarius,Lugdunum,"AVGVSTVS DIVI F: Head of Augustus, laureate, right",IMP XII: Bull butting right,http://numismatics.org/collectionimages/19001949/1944/1944.100.39103.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.39103.rev.width175.jpg
244,11 BC - 10 BC,Denarius,Lugdunum,"AVGVSTVS DIVI F: Head of Augustus, laureate, left",IMP XII: Bull butting right,http://numismatics.org/collectionimages/19001949/1944/1944.100.39101.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.39101.rev.width175.jpg
247,11 BC - 10 BC,Denarius,Lugdunum,"AVGVSTVS DIVI F: Head of Augustus, bare, right",IMP XII: Bull butting left,http://ww2.smb.museum/mk_edit/images/n7/7819/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7819/rs_thumb.jpg
249,11 BC - 10 BC,Aureus,Lugdunum,"AVGVSTVS DIVI F: Head of Augustus, laureate, right","IMP XII ACT: Apollo standing left, holding plectrum in right hand and lyre in left hand",http://numismatics.org/collectionimages/19501999/1967/1967.153.106.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1967/1967.153.106.rev.width175.jpg
251,11 BC - 10 BC,Denarius,Lugdunum,"AVGVSTVS DIVI F: Head of Augustus, laureate, left","IMP XII ACT: Apollo standing left, holding plectrum in right hand and lyre in left hand",http://numismatics.org/collectionimages/19501999/1996/1996.4.3.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1996/1996.4.3.rev.width175.jpg
252,11 BC - 10 BC,Aureus,Lugdunum,"AVGVSTVS DIVI F: Head of Augustus, laureate, right","IMP XII: Apollo standing right, holding plectrum in right hand and lyre in left hand",http://www.britishmuseum.org/collectionimages/AN00657/AN00657370_001_l.jpg,http://www.britishmuseum.org/collectionimages/AN00657/AN00657369_001_l.jpg
254,11 BC - 10 BC,Denarius,Lugdunum,"AVGVSTVS DIVI F: Head of Augustus, laureate, right","IMP XII: Apollo standing right, holding plectrum in right hand and lyre in left hand",http://ww2.smb.museum/mk_edit/images/n7/7823/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7823/rs_thumb.jpg
255,11 BC - 10 BC,Denarius,Lugdunum,"AVGVSTVS DIVI F: Head of Augustus, laureate, left","IMP XII: Apollo standing right, holding plectrum in right hand and lyre in left hand",http://ww2.smb.museum/mk_edit/images/n2/2640/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n2/2640/rs_thumb.jpg
